Vertical,Organization Name,Website,Careers Page,Contact Page,Apply Email,Info Email,HR Email,Source URL,Country,Notes,Custom Requirement,Resume to Send,Candidate Email,Application Status
Travel & Hospitality,Sastaticket.pk,https://www.sastaticket.pk,https://www.sastaticket.pk/careers,https://www.sastaticket.pk/pages/contact-us/,careers@sastaticket.pk,info@sastaticket.pk,hr@sastaticket.pk,https://www.sastaticket.pk/careers,Pakistan,Online travel booking platform.,Payments + real-time booking systems,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Travel & Hospitality,Bookme.pk,https://bookme.pk,https://bookme.pk/careers,https://bookme.pk/contact-us,careers@bookme.pk,contact@bookme.pk,hr@bookme.pk,https://bookme.pk/careers,Pakistan,"Ticketing for travel, events and cinema.",Scheduling + payments SaaS,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Travel & Hospitality,Travelix,https://travelix.pk,https://travelix.pk/careers,https://travelix.pk/contact,careers@travelix.pk,info@travelix.pk,hr@travelix.pk,https://travelix.pk/careers,Pakistan,Travel tech startup.,Full-stack travel SaaS,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Travel & Hospitality,Roomph,https://roomph.pk,https://roomph.pk/careers,https://roomph.pk/contact,careers@roomph.pk,info@roomph.pk,hr@roomph.pk,https://roomph.pk/careers,Pakistan,Hotel booking platform.,Real-time inventory and bookings,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Travel & Hospitality,FindMyAdventure,https://www.findmyadventure.pk,https://www.findmyadventure.pk/careers,https://www.findmyadventure.pk/contact,careers@findmyadventure.pk,info@findmyadventure.pk,hr@findmyadventure.pk,https://www.findmyadventure.pk/careers,Pakistan,Adventure and tour booking marketplace.,UI/UX for booking funnels,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Travel & Hospitality,TravelPakistani,https://travelpakistani.com,https://travelpakistani.com/careers,https://travelpakistani.com/contact,careers@travelpakistani.com,info@travelpakistani.com,hr@travelpakistani.com,https://travelpakistani.com/careers,Pakistan,Tour and travel marketplace.,MERN + travel marketplace UX,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Travel & Hospitality,Pakistan Tours,https://www.pakistantours.pk,https://www.pakistantours.pk/careers,https://www.pakistantours.pk/contact-us/,careers@pakistantours.pk,info@pakistantours.pk,hr@pakistantours.pk,https://www.pakistantours.pk/careers,Pakistan,Domestic tours and hospitality.,Booking engine + payments,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
E-Commerce & Retail,Daraz Pakistan,https://www.daraz.pk,https://www.daraz.pk/wow/i/pk/landingpage/daraz-affiliate-program?hybrid=1&scm=1003.4.icms-zebra-5029545-6818663.OTHER_6053378283_7609922,https://www.daraz.pk/contact-us/?spm=a2a0e.helpcenter.more-options.1.4a5f3722ZJL6PD&hybrid=1&scm=1003.4.icms-zebra-5029545-6851844.OTHER_6502335289_7708089,careers@daraz.pk,info@daraz.pk,hr@daraz.pk,https://www.daraz.pk/wow/i/pk/landingpage/daraz-affiliate-program?hybrid=1&scm=1003.4.icms-zebra-5029545-6818663.OTHER_6053378283_7609922,Pakistan,Largest e-commerce marketplace in Pakistan.,React + Node scalable marketplace experience,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
E-Commerce & Retail,Bagallery,https://www.bagallery.com,https://www.bagallery.com/careers,https://www.bagallery.com/pages/bagallery-contact-us,careers@bagallery.com,info@bagallery.com,hr@bagallery.com,https://www.bagallery.com/careers,Pakistan,Leading online beauty and fashion retailer.,UI/UX improvements for checkout funnel,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
E-Commerce & Retail,Foodpanda Pakistan,https://www.foodpanda.pk,https://www.foodpanda.pk/careers,https://www.foodpanda.pk/contact,careers@foodpanda.pk,info@foodpanda.pk,hr@foodpanda.pk,https://www.foodpanda.pk/careers,Pakistan,Food delivery platform; real-time ordering.,Real-time systems and payments,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
E-Commerce & Retail,PriceOye,https://priceoye.pk,https://priceoye.pk/careers,https://priceoye.pk/contact,careers@priceoye.pk,info@priceoye.pk,hr@priceoye.pk,https://priceoye.pk/careers,Pakistan,Electronics and mobile e-commerce platform.,Full-stack product engineering,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
E-Commerce & Retail,Telemart,https://www.telemart.pk,https://www.telemart.pk/careers,https://www.telemart.pk/contact,careers@telemart.pk,info@telemart.pk,hr@telemart.pk,https://www.telemart.pk/careers,Pakistan,Consumer electronics retailer.,MERN stack full-stack development,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
E-Commerce & Retail,iShopping.pk,https://ishopping.pk,https://ishopping.pk/careers,https://ishopping.pk/contact,careers@ishopping.pk,info@ishopping.pk,hr@ishopping.pk,https://ishopping.pk/careers,Pakistan,Online electronics and gadgets retailer.,E-commerce + payments,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
E-Commerce & Retail,Symbios.pk,https://www.symbios.pk,https://www.symbios.pk/careers,https://www.symbios.pk/contact,careers@symbios.pk,info@symbios.pk,hr@symbios.pk,https://www.symbios.pk/careers,Pakistan,E-commerce for electronics and home appliances.,Catalog + search + payments,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
E-Commerce & Retail,Goto.com.pk,https://goto.com.pk,https://goto.com.pk/careers,https://goto.com.pk/contact,careers@goto.com.pk,info@goto.com.pk,hr@goto.com.pk,https://goto.com.pk/careers,Pakistan,General e-commerce marketplace.,React + Node marketplace engineering,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
E-Commerce & Retail,HumMart,https://www.hummart.com,https://www.hummart.com/careers,https://www.hummart.com/contact,careers@hummart.com,info@hummart.com,hr@hummart.com,https://www.hummart.com/careers,Pakistan,Online grocery and essentials.,Real-time inventory + delivery tracking,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
E-Commerce & Retail,Khaas.pk,https://khaas.pk,https://khaas.pk/careers,https://khaas.pk/contact,careers@khaas.pk,info@khaas.pk,hr@khaas.pk,https://khaas.pk/careers,Pakistan,Online fashion and apparel store.,UI/UX for fashion commerce,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Media & Entertainment,Tapmad TV,https://www.tapmad.com,https://www.tapmad.com/careers,https://www.tapmad.com/contact,careers@tapmad.com,info@tapmad.com,hr@tapmad.com,https://www.tapmad.com/careers,Pakistan,OTT streaming platform for Pakistan.,Streaming SaaS + payments + UX,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Media & Entertainment,Patari,https://patari.pk,https://patari.pk/careers,https://patari.pk/contact,careers@patari.pk,info@patari.pk,hr@patari.pk,https://patari.pk/careers,Pakistan,Music streaming service.,"Real-time streaming, React + Node",Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Media & Entertainment,Geo Group,https://www.geo.tv,https://www.geo.tv/careers,https://www.geo.tv/about-us,careers@geo.tv,info@geo.tv,hr@geo.tv,https://www.geo.tv/careers,Pakistan,Major Pakistani media group.,"Digital media platforms, full-stack",Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Media & Entertainment,ARY Digital Network,https://arydigital.tv,https://arydigital.tv/careers,https://arydigital.tv/contact-us,careers@arydigital.tv,info@arydigital.tv,hr@arydigital.tv,https://arydigital.tv/careers,Pakistan,Television and digital media network.,OTT / web platforms + MERN,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Media & Entertainment,Dawn Media Group,https://www.dawn.com,https://www.dawn.com/careers,https://www.dawn.com/contact,careers@dawn.com,info@dawn.com,hr@dawn.com,https://www.dawn.com/careers,Pakistan,Leading English-language media.,"News publishing platform, full-stack",Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Media & Entertainment,Express Media Group,https://www.expressmedia.pk,https://www.expressmedia.pk/careers,https://www.expressmedia.pk/contact,careers@expressmedia.pk,info@expressmedia.pk,hr@expressmedia.pk,https://www.expressmedia.pk/careers,Pakistan,"Newspaper, TV and digital media.",Digital publishing + UI/UX,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Marketing & Advertising,Ogilvy Pakistan,https://www.ogilvy.com.pk,https://www.ogilvy.com.pk/careers,https://www.ogilvy.com.pk/contact,careers@ogilvy.com.pk,info@ogilvy.com.pk,hr@ogilvy.com.pk,https://www.ogilvy.com.pk/careers,Pakistan,Global advertising agency with Pakistan office.,UI/UX for campaign dashboards,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Marketing & Advertising,Adcom Leo Burnett,https://leoburnett.com,https://leoburnett.com/careers,https://leoburnett.com/contact,careers@leoburnett.com,info@leoburnett.com,hr@leoburnett.com,https://leoburnett.com/careers,Pakistan,Leading advertising and marketing firm.,Marketing tech platforms; full-stack,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Marketing & Advertising,Digitonics Labs,https://digitonics.com,https://digitonics.com/careers,https://digitonics.com/contact,careers@digitonics.com,info@digitonics.com,hr@digitonics.com,https://digitonics.com/careers,Pakistan,Digital marketing agency (Karachi).,React + Node SaaS dashboards,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Marketing & Advertising,Ignite Digital,https://ignitedigital.com.pk,https://ignitedigital.com.pk/careers,https://ignitedigital.com.pk/contact,careers@ignitedigital.com.pk,info@ignitedigital.com.pk,hr@ignitedigital.com.pk,https://ignitedigital.com.pk/careers,Pakistan,Digital marketing and branding.,Product engineering for marketing tools,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Marketing & Advertising,BrandVerse,https://brandverse.com.pk,https://brandverse.com.pk/careers,https://brandverse.com.pk/contact,careers@brandverse.com.pk,info@brandverse.com.pk,hr@brandverse.com.pk,https://brandverse.com.pk/careers,Pakistan,Influencer marketing and ad platform.,SaaS with 500-2000+ users,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Marketing & Advertising,Markhor Labs,https://markhorlabs.com,https://markhorlabs.com/careers,https://markhorlabs.com/contact,careers@markhorlabs.com,info@markhorlabs.com,hr@markhorlabs.com,https://markhorlabs.com/careers,Pakistan,Digital product and marketing studio.,MERN + modern UI/UX,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Marketing & Advertising,Grayscale,https://grayscale.com.pk,https://grayscale.com.pk/careers,https://grayscale.com.pk/contact,careers@grayscale.com.pk,info@grayscale.com.pk,hr@grayscale.com.pk,https://grayscale.com.pk/careers,Pakistan,Creative and digital marketing agency.,React front-end + dashboards,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Aviation & Logistics,TCS,https://www.tcsexpress.com,https://www.tcsexpress.com/careers,https://www.tcsexpress.com/contact,careers@tcsexpress.com,info@tcsexpress.com,hr@tcsexpress.com,https://www.tcsexpress.com/careers,Pakistan,Largest courier and logistics company in Pakistan.,Logistics SaaS + real-time tracking,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Aviation & Logistics,Leopards Courier,https://www.leopardscourier.com,https://www.leopardscourier.com/careers,https://www.leopardscourier.com/contact/locate-us,careers@leopardscourier.com,info@leopardscourier.com,hr@leopardscourier.com,https://www.leopardscourier.com/careers,Pakistan,Nationwide courier and delivery.,Tracking systems + APIs,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Aviation & Logistics,Pakistan International Airlines,https://www.piac.com.pk,https://www.piac.com.pk/careers,https://www.piac.com.pk/loyalty-programs/about/contact-us,careers@piac.com.pk,info@piac.com.pk,hr@piac.com.pk,https://www.piac.com.pk/careers,Pakistan,National flag carrier.,Booking engine + payments,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Aviation & Logistics,AirSial,https://airsial.com,https://airsial.com/careers,https://airsial.com/contact,careers@airsial.com,info@airsial.com,hr@airsial.com,https://airsial.com/careers,Pakistan,Domestic and international airline.,Airline booking + real-time systems,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Aviation & Logistics,Swyft Logistics,https://swyftlogistics.com,https://swyftlogistics.com/careers,https://swyftlogistics.com/contact,careers@swyftlogistics.com,info@swyftlogistics.com,hr@swyftlogistics.com,https://swyftlogistics.com/careers,Pakistan,Tech-enabled logistics startup.,Real-time dispatch + dashboards,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Aviation & Logistics,PostEx,https://postex.pk,https://postex.pk/careers,https://postex.pk/contact-us,careers@postex.pk,support@postex.pk,hr@postex.pk,https://postex.pk/careers,Pakistan,Fintech + logistics COD platform.,Real-time logistics + fintech SaaS,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Aviation & Logistics,Trax Logistics,https://trax.pk,https://trax.pk/join-our-team/,https://trax.pk/get-in-touch#find-trax,careers@trax.pk,info@slgtrax.com,hr@trax.pk,https://trax.pk/join-our-team/,Pakistan,E-commerce logistics provider.,Tracking APIs + dashboards,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Food & Agriculture,Tazah Technologies,https://tazah.pk,https://tazah.pk/careers,https://tazah.pk/contact,careers@tazah.pk,info@tazah.pk,hr@tazah.pk,https://tazah.pk/careers,Pakistan,B2B fresh-produce supply chain.,Real-time marketplace + dashboards,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Food & Agriculture,Bazaar Technologies,https://bazaartech.com,https://bazaartech.com/careers,https://bazaartech.com/contact,careers@bazaartech.com,info@bazaartech.com,hr@bazaartech.com,https://bazaartech.com/careers,Pakistan,B2B e-commerce for retailers.,Full-stack SaaS at scale,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Food & Agriculture,Krave Mart,https://www.kravemart.com,https://www.kravemart.com/careers/,https://www.kravemart.com/contact,careers@kravemart.com,support@kravemart.com,hr@kravemart.com,https://www.kravemart.com/careers/,Pakistan,Quick-commerce grocery delivery.,Real-time inventory + payments,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Food & Agriculture,Dastgyr,https://dastgyr.com,https://dastgyr.com/careers,https://dastgyr.com/#contact-us,careers@dastgyr.com,support@dastgyr.com,hr@dastgyr.com,https://dastgyr.com/careers,Pakistan,B2B commerce platform for kiryana stores.,"Mobile + web SaaS, payments",Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Food & Agriculture,Cheetay,https://cheetay.pk,https://cheetay.pk/careers,https://cheetay.pk/contact,careers@cheetay.pk,info@cheetay.pk,hr@cheetay.pk,https://cheetay.pk/careers,Pakistan,On-demand delivery (Lahore).,Dispatch + real-time tracking,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Food & Agriculture,GrocerApp,https://grocerapp.pk,https://grocerapp.pk/careers,https://grocerapp.pk/contact,careers@grocerapp.pk,info@grocerapp.pk,hr@grocerapp.pk,https://grocerapp.pk/careers,Pakistan,Online grocery delivery.,E-commerce + inventory,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Food & Agriculture,Agrilift,https://www.agrilift.pk,https://www.agrilift.pk/careers,https://www.agrilift.pk/contact,careers@agrilift.pk,info@agrilift.pk,hr@agrilift.pk,https://www.agrilift.pk/careers,Pakistan,AgriTech services and solutions.,"AgriTech SaaS, dashboards",Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Education & Training,Sabaq Foundation,https://www.sabaq.pk,https://www.sabaq.pk/careers,https://www.sabaq.pk/contactus/contactus.php,careers@sabaq.pk,info@sabaq.pk,hr@sabaq.pk,https://www.sabaq.pk/careers,Pakistan,Free online education platform.,Scalable learning platforms (500+ users),Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Education & Training,Nearpeer,https://nearpeer.org,https://nearpeer.org/entry-test-preparation,https://nearpeer.org/contact-us,careers@nearpeer.org,info@nearpeer.org,hr@nearpeer.org,https://nearpeer.org/entry-test-preparation,Pakistan,Online academic learning platform.,Real-time systems for live classes,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Education & Training,Out-Class,https://www.out-class.org,https://www.out-class.org/careers,https://www.out-class.org/contact,careers@out-class.org,info@out-class.org,hr@out-class.org,https://www.out-class.org/careers,Pakistan,O/A Level online education startup.,React + Node EdTech,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Education & Training,Maqsad,https://maqsad.io,https://maqsad.io/careers,https://maqsad.io/contact,careers@maqsad.io,info@maqsad.io,hr@maqsad.io,https://maqsad.io/careers,Pakistan,Mobile-first EdTech for Pakistani students.,AI integration + UX,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Education & Training,Knowledge Platform,https://knowledgeplatform.com,https://knowledgeplatform.com/careers,https://knowledgeplatform.com/#ourContact,careers@knowledgeplatform.com,contact@knowledgeplatform.com,hr@knowledgeplatform.com,https://knowledgeplatform.com/careers,Pakistan,Digital learning solutions provider.,SaaS platform engineering,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Education & Training,Edkasa,https://edkasa.com,https://edkasa.com/careers/,https://edkasa.com#contact,careers@edkasa.com,info@edkasa.com,people@edkasa.com,https://edkasa.com/careers/,Pakistan,Exam-prep EdTech for O/A Levels.,Video + scheduling + MERN,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Education & Training,Orenda Education,https://orenda.pk,https://orenda.pk/careers,https://orenda.pk/contact,careers@orenda.pk,info@orenda.pk,hr@orenda.pk,https://orenda.pk/careers,Pakistan,EdTech and school-improvement company.,Learning analytics dashboards,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Education & Training,Taleemabad,https://taleemabad.pk,https://taleemabad.pk/careers,https://taleemabad.pk/contact,careers@taleemabad.pk,info@taleemabad.pk,hr@taleemabad.pk,https://taleemabad.pk/careers,Pakistan,Low-cost EdTech for under-served schools.,Mobile + web EdTech platform,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Construction & Manufacturing,Interloop Limited,https://www.interloop-pk.com,https://www.interloop-pk.com/careers,https://www.interloop-pk.com/contact,careers@interloop-pk.com,info@interloop-pk.com,hr@interloop-pk.com,https://www.interloop-pk.com/careers,Pakistan,Global textile manufacturer; strong IT division.,ERP / SaaS internal platforms,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Construction & Manufacturing,Lucky Cement,https://www.lucky-cement.com,https://www.lucky-cement.com/about-us/company-profile/investments-subsidiaries-joint-ventures/,https://www.lucky-cement.com/contact-us/,careers@lucky-cement.com,info@lucky-cement.com,hr@lucky-cement.com,https://www.lucky-cement.com/about-us/company-profile/investments-subsidiaries-joint-ventures/,Pakistan,Leading cement manufacturer.,Industrial dashboards + SaaS,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Construction & Manufacturing,Engro Corporation,https://www.engro.com,https://www.engro.com/careers,https://www.engro.com/contact,careers@engro.com,info@engro.com,hr@engro.com,https://www.engro.com/careers,Pakistan,"Conglomerate (fertilizers, foods, energy).",Enterprise web platforms,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Construction & Manufacturing,Fauji Fertilizer Company,https://www.ffc.com.pk,https://www.ffc.com.pk/careers,https://www.ffc.com.pk/contact,careers@ffc.com.pk,info@ffc.com.pk,hr@ffc.com.pk,https://www.ffc.com.pk/careers,Pakistan,Largest fertilizer manufacturer.,Full-stack enterprise applications,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Construction & Manufacturing,Nishat Mills,https://nishatmillsltd.com,https://nishatmillsltd.com/careers,https://nishatmillsltd.com/contact/,careers@nishatmillsltd.com,info@nishatmills.com,hr@nishatmillsltd.com,https://nishatmillsltd.com/careers,Pakistan,Textile and apparel manufacturer.,Internal tooling + dashboards,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Construction & Manufacturing,Packages Group,https://packagesgroup.com,https://packagesgroup.com/careers,https://packagesgroup.com/contact,careers@packagesgroup.com,info@packagesgroup.com,hr@packagesgroup.com,https://packagesgroup.com/careers,Pakistan,Packaging and consumer-products conglomerate.,Enterprise web + SaaS,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
GovTech,NADRA,https://www.nadra.gov.pk,https://www.nadra.gov.pk/careers,https://www.nadra.gov.pk/contact,careers@nadra.gov.pk,info@nadra.gov.pk,hr@nadra.gov.pk,https://www.nadra.gov.pk/careers,Pakistan,National Database and Registration Authority.,Large-scale gov digital services,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
GovTech,PITB,https://pitb.gov.pk,https://pitb.gov.pk/careers,https://pitb.gov.pk/contact_us,careers@pitb.gov.pk,info@pitb.gov.pk,hr@pitb.gov.pk,https://pitb.gov.pk/careers,Pakistan,Punjab Information Technology Board.,GovTech platforms + MERN,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
GovTech,KPITB,https://kpitb.gov.pk,https://kpitb.gov.pk/careers,https://kpitb.gov.pk/contact,careers@kpitb.gov.pk,info@kpitb.gov.pk,hr@kpitb.gov.pk,https://kpitb.gov.pk/careers,Pakistan,Khyber Pakhtunkhwa IT Board.,Digital public services engineering,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
